customer_text,americanair_response,customer_tweet_id,response_tweet_id,predicted_intent
Home sweet home &amp; exhausted with @11802 after a busy trip &amp; educational @AmericanAir plane de-icing experience due to a #snowstorm! ✈️❄️😴,@170352 We're glad you got to see behind the scenes and that you're back home. Get some sleep and enjoy the rest of your week.,413211,413210,Flight Disruption
@AmericanAir flight739 to Boston has not departed and no one is updating us on anything #fail https://t.co/ho9qypu83B,@213626 Weather and air traffic delays have caused the late departure. We're looking at leaving at 10p. Our apologies.,413213,413212,Loyalty / AAdvantage
"Great way to spend the birthday... delayed 3+ hours. @AmericanAir you have to get some new planes, these MD80 are junk!","@213627 We're in the midst of a fleet renewal and know you're going to love what's coming. The MD80s are going to be retired, Jim.",413216,413214,Flight Disruption
@AmericanAir No card readers? Even Spirit has them. Cash only!? No food or wine for me. Wifi yes. AC power no. Maddening.,"@213628 Our American Eagle flights are cash only, but the rest of our fleet does accept credit and debit cards.",413218,413217,Onboard Services
@AmericanAir I wouldn’t consider any other airline. #loyAAlty,@213629 Have a great week! #fAAmily,413220,413222,Other / General Support
@AmericanAir this is 1 of many happy travelers that 💙 U. Thanks for being there for me on my work commute. #bestairline #epforlife #fAAmily https://t.co/MgyOpAbPED,"@213629 Aww, you just put a big smile on our faces! We're glad to be your transportation of choice to go to work. #weareyourchauffer",413221,413219,Other / General Support
"@AmericanAir customer experience is key to retaining customers, &amp; the way your ""customer service"" rep - Yadicsa treated us was appalling.","@213630 Customer experience is key and our apologies you were disappointed today, Mike.",413224,413223,Other / General Support
@British_Airways @AmericanAir 💩 airline.  STILL WAITING MY REFUND,@118392 With your ticket number you can check the status of your refund request here https://t.co/xM8VkbQ07c,413440,413439,Refund & Compensation
"I am today, as I typically am every other Monday, aboard one of these @AmericanAir birds. https://t.co/6gOLGpW39H",@213673 It's a pleasure to welcome you on board!,413443,413442,Flight Disruption
@AmericanAir Got anything in Black? https://t.co/T1vlINy4kl,@213674 Sleek and sophisticated. It's perfect for the job.,413445,413448,Flight Disruption
@213676 @AmericanAir Now this sounds like a PLAN! #ForWakanda,"@213674 Wakanda plane do you think we should take? Then again, we have to get the Gotham and Sterling City routes running first!",413446,413444,Flight Disruption
Annoyed as shit. And when I asked to speak with someone else the lady at the gate was very rude and nasty @AmericanAir,@213677 We expect our agents to always be helpful. Please follow and DM your record locator so we can review your ticket.,413459,413458,Other / General Support
Where are all the bags?!?! @AmericanAir #aa702. We’re all waiting.,@213678 Thanks for your patience. We see that the bags were brought up to the carousel at 5:15p.,413461,413460,Baggage
@AmericanAir Thank you. Was finally able to book something.,@213679 We're glad to hear this and look forward to seeing you on board. Enjoy your week!,413463,413465,Baggage
@AmericanAir Yep. Tried that. Can't book it.,@213679 You can always contact Reservations at 800-433-7300. They can verify what the current pricing available.,413464,413462,Other / General Support
Don't you just love it when an airline changes the price for your ticket right in the middle of booking? Looking at you @AmericanAir !!!,@213679 Many customers are booking at the same time. Try refreshing and using another browser to see if that helps.,413467,413466,Booking & Payment
Delta customer service was way better than you @AmericanAir . Damn!! Still no resolution to my issue. I do not recommend flying them,@154368 We pride ourselves on providing great customer service and are here to help. Shoot us a DM with your record locator and a few details.,413734,413732,Other / General Support
@AmericanAir so bought a tic through Expedia with my fam. I got basic Econ. They tr’d to charge me $50 for carry on. Last time on AA. #crap,@213724 With Basic Economy tickets you can bring a small bag with you to go under your seat. You can read more here: https://t.co/MKvFFVWJdz,413748,413747,Baggage
@AmericanAir over a 3 hour delay and no word from you??? This is exactly why I don't fly with you as often!,@213810 We'll gladly check on an update for you. Please DM your flight number or record locator.,414073,414072,Flight Disruption
"@AmericanAir Flight 2249 total fail. Left 200 ppl on jetway 40 minutes because ""no gate agent,"" then gate agent said that was a lie. Awful",@213811 Waiting is something we work hard to avoid and we're sorry for the extra tarmac time today.,414075,414074,Baggage
@AmericanAir thanks for the upgrade. 💙AA TVC-ORD-SAN,@213812 We love to have you up front with us! Have a fantastic flight.,414077,414076,Seats & Upgrades
@AmericanAir please place Police @120943 in areas where the bags come off the plane 2 watch workers NOT STEAL supplies we R taking to families,"@213813 If you need some help with this, please file a report at the Baggage Service Office near the bag claim.",414079,414078,Baggage
Did @AmericanAir 711 just go back from the taxiway to the terminal with full plane to pick up a flight attendant?,@213814 It looks like the flight's expected to arrived into DFW at 9:22p. We appreciate your patience with us this evening.,414081,414080,Check-in & Airport
@AmericanAir...#3 for takeoff from DFW to HOU and a crew change was made....Couldn’t that have been decided earlier??  #backtothegatewego,@213815 It sounds like we weren't able to take off in time and our crew timed out. Thanks for your patience.,414083,414082,Seats & Upgrades
Hello @AmericanAir needing some help here for a little but just a little incident that happened past trip #overseasTrip,@213816 Feel free to DM us what happened and we'll be happy to review it.,414087,414085,Other / General Support
Just got boarded onto a dark airplane with no crew. Wow. 😂 @AmericanAir,"@213817 Who turned the lights off? It must be your private jet, Lauren.",414089,414088,Seats & Upgrades
"@213819 @AmericanAir It's just the principle, the people at american here were nasty","@213818 Please continue to work with our airport team, they will provide best available options.",414093,414091,Refund & Compensation
@AmericanAir Thanks for the plane with broken air conditioning. Crew were great and did their best to water us. #MaintenanceMonday,@175453 Our apologies that the air wasn't working and we'll pass this on to our maintenance team so they can get it corrected.,414102,414101,Seats & Upgrades
Yay! We have a plane. On time. Thanks for good service today! @AmericanAir https://t.co/ZjQv5mOQAd,"@175453 We're going to take really good care of you, Paul! Thanks for flying with us today.",414104,414103,Flight Disruption
"Hey @AmericanAir, tell me why your policy is to serve premium seat customers LAST on https://t.co/YEaovSfilJ?","@213820 Please let us know if we can help in someway via DM, please include your record locator.",414107,414106,Seats & Upgrades
@AmericanAir lost a navy blue small leather purse that a flight attendant made me put in the bulkhead on aa252 to ORD row 3 today. Help?!?,"@213821 Oh no. Please file a report here: https://t.co/JsEGHYvITv then DM the number, record locator, description and contact info.",414109,414108,Other / General Support
.@AmericanAir I’ll be telling my parents to use other airlines moving forward b/c you have no respect for customers or their time.,@213822 Our apologies for their delay. Please have the customers reach out to us if we can help in someway.,414112,414110,Flight Disruption
@AmericanAir I'm disappointed w customer service at ROC. Delay was from a mechanical issue. At one point flight was canceled &amp; I rebooked. Not good.,@214002 We're truly sorry again for the delay in your travel plans. Please follow and DM your record locator and we'll take a peek at what happened.,415186,415188,Baggage
When your @AmericanAir flight is delayed for 3+ HOURS with no food or drink. And @JetBlue next door gives their customers both 😭 https://t.co/FMb1YeF1EJ,"@214002 Any possible voucher would be provided by the airport. We'll get you in the air as soon as we can, Liz.",415187,415185,Flight Disruption
@AmericanAir you need to get your shit together. This was originally a 6:55 pm flight two terminals away... https://t.co/raOIMnUKo8,"@214003 We see you're on your way now. Thanks for your patience, Fred.",415190,415189,Flight Disruption
